ENSG00000006071	0.437717
ENSG00000006116	NaN
ENSG00000006118	NaN
ENSG00000006194	NaN
ENSG00000006210	0.036479
ENSG00000006432	NaN
ENSG00000006607	0.467026
ENSG00000006704	NaN
ENSG00000006712	NaN
ENSG00000006740	0.068302
ENSG00000006747	0.170276
ENSG00000006831	NaN
ENSG00000007047	NaN
ENSG00000007062	0.241943
ENSG00000007080	NaN
ENSG00000007255	NaN
ENSG00000007264	NaN
ENSG00000007341	0.199671
ENSG00000007372	NaN
ENSG00000007376	NaN
ENSG00000007392	NaN
ENSG00000007402	NaN
ENSG00000007516	0.488837
ENSG00000007520	NaN
ENSG00000007541	0.417535
ENSG00000007866	NaN
ENSG00000007923	0.076969
ENSG00000007944	NaN
ENSG00000008018	0.203086
ENSG00000008083	NaN
ENSG00000008118	NaN
ENSG00000008128	NaN
ENSG00000008226	NaN
ENSG00000008283	0.839141
ENSG00000008294	NaN
ENSG00000008300	NaN
ENSG00000008311	NaN
ENSG00000008324	NaN
ENSG00000008382	NaN
ENSG00000008394	0.309612
ENSG00000008405	NaN
ENSG00000008441	NaN
ENSG00000008513	NaN
ENSG00000008735	NaN
ENSG00000008853	NaN
ENSG00000008869	NaN
ENSG00000008952	NaN
ENSG00000008988	0.220379
ENSG00000009413	NaN
ENSG00000009830	0.317671
ENSG00000009844	0.222674
ENSG00000010017	NaN
ENSG00000010219	NaN
ENSG00000010256	NaN
ENSG00000010278	NaN
ENSG00000010282	0.252444
ENSG00000010319	NaN
ENSG00000010322	NaN
ENSG00000010438	0.117347
ENSG00000011007	NaN
ENSG00000011009	NaN
ENSG00000011021	NaN
ENSG00000011028	NaN
ENSG00000011052	NaN
ENSG00000011083	0.163060
ENSG00000011105	NaN
ENSG00000011114	NaN
ENSG00000011132	NaN
ENSG00000011143	NaN
ENSG00000011198	NaN
ENSG00000011243	NaN
ENSG00000011258	NaN
ENSG00000011260	0.397945
ENSG00000011275	NaN
ENSG00000011295	NaN
ENSG00000011304	NaN
ENSG00000011332	NaN
ENSG00000011347	NaN
ENSG00000011376	0.593915
ENSG00000011405	NaN
ENSG00000011422	NaN
ENSG00000011426	NaN
ENSG00000011451	NaN
ENSG00000011454	0.130906
ENSG00000011465	NaN
ENSG00000011478	0.026281
ENSG00000011485	NaN
ENSG00000011523	NaN
ENSG00000011566	NaN
ENSG00000011600	NaN
ENSG00000011638	0.163309
ENSG00000012048	NaN
ENSG00000012171	NaN
ENSG00000012232	NaN
ENSG00000012660	0.192960
ENSG00000012779	0.110288
ENSG00000012822	NaN
ENSG00000012963	NaN
ENSG00000012983	NaN
ENSG00000013016	NaN
ENSG00000013288	0.348437
ENSG00000013293	NaN
ENSG00000013306	0.452871
ENSG00000013364	NaN
ENSG00000013374	NaN
ENSG00000013441	NaN
ENSG00000013503	NaN
ENSG00000013523	0.268945
ENSG00000013561	NaN
ENSG00000013573	0.891108
ENSG00000013583	NaN
ENSG00000013810	0.336763
ENSG00000014138	0.250660
ENSG00000014164	NaN
ENSG00000014216	NaN
ENSG00000014824	0.227448
ENSG00000014914	0.229024
ENSG00000014919	NaN
ENSG00000015133	0.288613
ENSG00000015171	NaN
ENSG00000015475	0.604028
ENSG00000280987	NaN
ENSG00000015532	NaN
ENSG00000015592	0.464654
ENSG00000015676	NaN
ENSG00000016602	NaN
ENSG00000017797	NaN
ENSG00000018189	NaN
ENSG00000019144	NaN
ENSG00000019582	NaN
ENSG00000019991	NaN
ENSG00000019995	NaN
ENSG00000020181	NaN
ENSG00000020256	NaN
ENSG00000020426	NaN
ENSG00000020577	NaN
ENSG00000020922	0.492732
ENSG00000021300	NaN
ENSG00000021355	NaN
ENSG00000021574	NaN
ENSG00000021645	NaN
ENSG00000021762	0.242780
ENSG00000021776	NaN
ENSG00000021826	NaN
ENSG00000022277	NaN
ENSG00000022355	NaN
ENSG00000022556	0.532570
ENSG00000022567	NaN
ENSG00000022840	NaN
ENSG00000022976	NaN
ENSG00000023041	0.339473
ENSG00000023171	NaN
ENSG00000023191	0.330540
ENSG00000023228	0.280094
ENSG00000023287	NaN
ENSG00000023318	NaN
ENSG00000023330	NaN
ENSG00000023445	NaN
ENSG00000023516	0.448666
ENSG00000023572	NaN
ENSG00000023608	NaN
ENSG00000023697	NaN
ENSG00000023734	NaN
ENSG00000023892	NaN
ENSG00000023902	NaN
ENSG00000023909	0.384429
ENSG00000024048	NaN
ENSG00000024422	NaN
ENSG00000024862	NaN
ENSG00000025039	NaN
ENSG00000025156	NaN
ENSG00000025293	NaN
ENSG00000025423	0.378618
ENSG00000025434	NaN
ENSG00000025708	NaN
ENSG00000025770	NaN
ENSG00000025772	NaN
ENSG00000025796	NaN
ENSG00000025800	NaN
ENSG00000026025	0.238681
ENSG00000026036	NaN
ENSG00000026103	0.686303
ENSG00000026297	NaN
ENSG00000026508	NaN
ENSG00000026559	NaN
ENSG00000026652	NaN
ENSG00000026950	NaN
ENSG00000027001	0.279642
ENSG00000027075	NaN
ENSG00000027697	0.155121
ENSG00000027847	NaN
ENSG00000028116	NaN
ENSG00000028137	NaN
ENSG00000028203	NaN
ENSG00000028277	0.129539
ENSG00000028310	NaN
ENSG00000028528	NaN
ENSG00000028839	NaN
ENSG00000029153	NaN
ENSG00000029363	NaN
ENSG00000029364	NaN
ENSG00000029534	NaN
ENSG00000029639	0.425801
ENSG00000029725	NaN
ENSG00000030066	NaN
ENSG00000030110	0.127383
ENSG00000030419	NaN
ENSG00000030582	0.235377
ENSG00000031003	NaN
ENSG00000031081	NaN
ENSG00000031691	0.506392
ENSG00000031698	NaN
ENSG00000031823	NaN
ENSG00000032219	NaN
ENSG00000032389	NaN
ENSG00000032444	NaN
ENSG00000032742	0.403981
ENSG00000033011	NaN
ENSG00000033030	NaN
ENSG00000033050	NaN
ENSG00000033100	NaN
ENSG00000033122	-0.010655
ENSG00000033170	NaN
ENSG00000033178	NaN
ENSG00000033327	NaN
ENSG00000033627	-0.009917
ENSG00000033800	NaN
ENSG00000033867	NaN
ENSG00000034053	NaN
ENSG00000034152	NaN
ENSG00000034510	NaN
ENSG00000034533	0.089310
ENSG00000034677	NaN
ENSG00000034693	NaN
ENSG00000034713	NaN
ENSG00000035115	NaN
ENSG00000035141	NaN
ENSG00000035403	0.132036
ENSG00000035664	0.284434
ENSG00000035681	NaN
ENSG00000035687	NaN
ENSG00000035862	NaN
ENSG00000035928	NaN
ENSG00000036054	NaN
ENSG00000036257	NaN
ENSG00000036448	0.328675
ENSG00000036530	NaN
ENSG00000036549	NaN
ENSG00000036672	0.015925
ENSG00000037042	0.363569
ENSG00000037241	NaN
ENSG00000037280	NaN
ENSG00000037474	0.745704
ENSG00000037637	0.371846
ENSG00000037749	NaN
ENSG00000037757	0.584003
ENSG00000038002	0.619445
ENSG00000038210	0.036715
ENSG00000038219	0.094202
ENSG00000038274	NaN
ENSG00000038358	NaN
ENSG00000038382	0.037034
ENSG00000038427	NaN
ENSG00000038532	NaN
ENSG00000038945	NaN
ENSG00000039123	NaN
ENSG00000039319	NaN
ENSG00000039523	NaN
ENSG00000039560	NaN
ENSG00000039650	0.307621
ENSG00000040199	NaN
ENSG00000040275	-0.002663
ENSG00000040341	NaN
ENSG00000040487	NaN
ENSG00000040531	0.616533
ENSG00000040608	NaN
ENSG00000040633	NaN
ENSG00000040731	NaN
ENSG00000040933	NaN
ENSG00000041353	NaN
ENSG00000041357	0.242412
ENSG00000041515	NaN
ENSG00000041802	0.628286
ENSG00000041880	0.016996
ENSG00000041982	NaN
ENSG00000041988	0.138916
ENSG00000042062	NaN
ENSG00000042088	NaN
ENSG00000042286	0.470329
ENSG00000042317	0.542327
ENSG00000042429	0.386609
ENSG00000042445	0.406705
ENSG00000042493	0.345402
ENSG00000042753	NaN
ENSG00000042980	NaN
ENSG00000043093	NaN
ENSG00000043143	NaN
ENSG00000043355	NaN
ENSG00000043462	NaN
ENSG00000043591	NaN
ENSG00000044090	NaN
ENSG00000044115	NaN
ENSG00000044459	0.172522
ENSG00000044524	NaN
ENSG00000044574	NaN
ENSG00000047056	NaN
ENSG00000047315	0.057852
ENSG00000047346	0.239776
ENSG00000047365	NaN
ENSG00000047457	0.204328
ENSG00000047578	NaN
ENSG00000047621	NaN
ENSG00000047662	NaN
ENSG00000047849	NaN
ENSG00000047932	0.191057
ENSG00000048028	NaN
ENSG00000048052	NaN
ENSG00000048342	NaN
ENSG00000048405	NaN
ENSG00000048471	NaN
ENSG00000048540	NaN
ENSG00000048649	NaN
ENSG00000048740	NaN
ENSG00000048828	NaN
ENSG00000048991	NaN
ENSG00000049130	NaN
ENSG00000049167	NaN
ENSG00000049283	NaN
ENSG00000049323	NaN
ENSG00000049449	NaN
ENSG00000049540	NaN
ENSG00000049541	NaN
ENSG00000049759	NaN
ENSG00000050130	NaN
ENSG00000050165	0.090569
ENSG00000050405	NaN
ENSG00000050426	0.225908
ENSG00000050438	NaN
ENSG00000050555	NaN
ENSG00000050748	0.243872
ENSG00000050820	0.104277
ENSG00000051009	NaN
ENSG00000051108	0.031793
ENSG00000051128	0.321217
ENSG00000051382	NaN
ENSG00000051523	NaN
ENSG00000051596	0.521341
ENSG00000051825	NaN
ENSG00000052126	NaN
ENSG00000052749	0.328338
ENSG00000052795	NaN
ENSG00000052802	NaN
ENSG00000052841	NaN
ENSG00000053108	0.273571
ENSG00000053254	NaN
ENSG00000053438	NaN
ENSG00000053501	NaN
ENSG00000053524	NaN
ENSG00000053702	NaN
ENSG00000053747	NaN
ENSG00000053770	NaN
ENSG00000053900	0.430525
ENSG00000054148	NaN
ENSG00000054179	NaN
ENSG00000054356	NaN
ENSG00000054523	NaN
ENSG00000054598	NaN
ENSG00000054611	0.307738
ENSG00000054654	NaN
ENSG00000054690	NaN
ENSG00000054793	NaN
ENSG00000054803	NaN
ENSG00000054983	NaN
ENSG00000055118	NaN
ENSG00000055130	NaN
ENSG00000055332	NaN
ENSG00000055483	0.089282
ENSG00000055609	NaN
ENSG00000055950	0.357984
ENSG00000056050	NaN
ENSG00000056487	NaN
ENSG00000056558	0.412358
ENSG00000056586	NaN
ENSG00000057663	NaN
ENSG00000058056	NaN
ENSG00000058335	NaN
ENSG00000058668	NaN
ENSG00000058729	0.338749
ENSG00000059573	NaN
ENSG00000059588	NaN
ENSG00000059691	0.278405
ENSG00000060069	NaN
ENSG00000060138	NaN
ENSG00000060237	NaN
ENSG00000060339	NaN
ENSG00000060491	0.272711
ENSG00000060749	0.245207
ENSG00000061273	NaN
ENSG00000061676	NaN
ENSG00000061918	NaN
ENSG00000061936	NaN
ENSG00000061938	NaN
ENSG00000061987	NaN
ENSG00000062038	NaN
ENSG00000062194	NaN
ENSG00000062282	NaN
ENSG00000062370	NaN
ENSG00000062485	NaN
ENSG00000062524	NaN
ENSG00000062582	NaN
ENSG00000062598	NaN
ENSG00000062650	NaN
ENSG00000062716	NaN
ENSG00000062725	NaN
ENSG00000062822	NaN
ENSG00000063015	NaN
ENSG00000063046	0.223217
ENSG00000063169	NaN
ENSG00000063176	-0.009167
ENSG00000063177	-0.015608
ENSG00000063180	NaN
ENSG00000063438	0.448353
ENSG00000063660	NaN
ENSG00000063761	0.129418
ENSG00000063854	0.305797
ENSG00000063978	0.332341
ENSG00000064042	NaN
ENSG00000064102	-0.009189
ENSG00000064115	0.269320
ENSG00000064199	0.287615
ENSG00000064225	NaN
ENSG00000064270	0.211038
ENSG00000064300	NaN
ENSG00000064309	0.573851
ENSG00000064313	NaN
ENSG00000064393	NaN
ENSG00000064419	NaN
ENSG00000064601	NaN
ENSG00000064651	NaN
ENSG00000064652	0.241356
ENSG00000064655	NaN
ENSG00000064692	NaN
ENSG00000064703	NaN
ENSG00000064726	0.396252
ENSG00000064787	NaN
ENSG00000064886	NaN
ENSG00000064933	NaN
ENSG00000064989	NaN
ENSG00000064995	0.231023
ENSG00000064999	0.360240
ENSG00000065029	NaN
ENSG00000065054	NaN
ENSG00000065057	NaN
ENSG00000065060	0.508311
ENSG00000065135	NaN
ENSG00000065150	NaN
ENSG00000065154	NaN
ENSG00000065183	NaN
ENSG00000065243	NaN
ENSG00000065308	NaN
ENSG00000065320	NaN
ENSG00000065325	0.331651
ENSG00000065357	NaN
ENSG00000065361	NaN
ENSG00000065413	NaN
ENSG00000065427	NaN
ENSG00000065457	0.376731
ENSG00000065491	NaN
ENSG00000065518	NaN
ENSG00000065526	NaN
ENSG00000065534	NaN
ENSG00000065548	NaN
ENSG00000065559	NaN
ENSG00000065600	0.203902
ENSG00000065609	NaN
ENSG00000065613	-0.003828
ENSG00000065615	NaN
ENSG00000065621	0.654505
ENSG00000065665	NaN
ENSG00000065675	NaN
ENSG00000065802	NaN
ENSG00000065809	NaN
ENSG00000065833	NaN
ENSG00000065882	NaN
ENSG00000065883	NaN
ENSG00000065911	NaN
ENSG00000065970	NaN
ENSG00000065978	NaN
ENSG00000066027	NaN
ENSG00000066032	NaN
ENSG00000066056	NaN
ENSG00000066084	NaN
ENSG00000066135	NaN
ENSG00000066136	NaN
ENSG00000066248	NaN
ENSG00000066294	NaN
ENSG00000066322	NaN
ENSG00000066336	NaN
ENSG00000066379	NaN
ENSG00000066382	NaN
ENSG00000066422	NaN
ENSG00000066427	NaN
ENSG00000066455	NaN
ENSG00000066468	0.070048
ENSG00000066557	NaN
ENSG00000066583	NaN
ENSG00000066629	NaN
ENSG00000066651	NaN
ENSG00000066654	0.222623
ENSG00000066697	NaN
ENSG00000066735	NaN
ENSG00000066739	NaN
ENSG00000066777	NaN
ENSG00000066827	0.044861
ENSG00000066855	NaN
ENSG00000066923	0.232170
ENSG00000066926	0.398026
ENSG00000066933	NaN
ENSG00000067057	NaN
ENSG00000067064	NaN
ENSG00000067066	NaN
ENSG00000067082	NaN
ENSG00000067113	NaN
ENSG00000067141	NaN
ENSG00000067167	NaN
ENSG00000067191	NaN
ENSG00000067208	NaN
ENSG00000067221	0.350816
ENSG00000067225	NaN
ENSG00000067248	NaN
ENSG00000067334	NaN
ENSG00000067365	0.262042
ENSG00000067369	NaN
ENSG00000067560	NaN
ENSG00000067596	NaN
ENSG00000067606	NaN
ENSG00000067836	0.440761
ENSG00000067900	NaN
ENSG00000067955	NaN
ENSG00000068001	-0.001257
ENSG00000068024	NaN
ENSG00000068028	NaN
ENSG00000068078	NaN
ENSG00000068079	NaN
ENSG00000068097	0.100991
ENSG00000068120	NaN
ENSG00000068137	0.020776
ENSG00000068305	NaN
ENSG00000068383	NaN
ENSG00000068615	NaN
ENSG00000068650	NaN
ENSG00000068654	0.479613
ENSG00000068697	NaN
ENSG00000068724	NaN
ENSG00000068745	0.239757
ENSG00000068784	NaN
ENSG00000068796	NaN
ENSG00000068831	NaN
ENSG00000068885	0.058342
ENSG00000068903	NaN
ENSG00000068971	NaN
ENSG00000068976	NaN
ENSG00000069020	NaN
ENSG00000069122	NaN
ENSG00000069188	NaN
ENSG00000069667	NaN
ENSG00000069849	NaN
ENSG00000069869	NaN
ENSG00000069943	0.264427
ENSG00000069956	NaN
ENSG00000069998	NaN
ENSG00000070010	0.090517
ENSG00000070047	NaN
ENSG00000070061	NaN
ENSG00000070081	NaN
ENSG00000070087	NaN
ENSG00000070159	NaN
ENSG00000070182	NaN
ENSG00000070214	NaN
ENSG00000070269	0.053028
ENSG00000070367	NaN
ENSG00000070371	0.605969
ENSG00000070413	0.269330
ENSG00000070476	0.495985
ENSG00000070495	NaN
ENSG00000070501	NaN
ENSG00000070601	NaN
ENSG00000070610	NaN
ENSG00000070614	NaN
ENSG00000070669	0.057556
ENSG00000070718	NaN
ENSG00000070756	NaN
ENSG00000070778	NaN
ENSG00000070808	NaN
ENSG00000070814	NaN
ENSG00000070882	NaN
ENSG00000070950	0.144210
ENSG00000070961	NaN
ENSG00000071127	0.052928
ENSG00000071189	NaN
ENSG00000071205	NaN
ENSG00000071242	NaN
ENSG00000071243	NaN
ENSG00000071246	NaN
ENSG00000071462	0.227607
ENSG00000071655	NaN
ENSG00000071794	0.320445
ENSG00000071894	0.679658
ENSG00000071991	NaN
ENSG00000071994	0.174708
ENSG00000072042	NaN
ENSG00000072201	0.016975
ENSG00000072609	0.060736
ENSG00000072778	NaN
ENSG00000073111	NaN
ENSG00000073150	0.077829
ENSG00000073169	NaN
ENSG00000073350	NaN
ENSG00000073417	NaN
ENSG00000073803	NaN
ENSG00000073849	NaN
ENSG00000073910	NaN
ENSG00000074071	NaN
ENSG00000074181	0.042855
ENSG00000074201	NaN
ENSG00000074211	0.072979
ENSG00000074219	0.394335
ENSG00000074266	NaN
ENSG00000074317	NaN
ENSG00000074319	NaN
ENSG00000074356	NaN
ENSG00000074410	0.492901
ENSG00000074416	NaN
ENSG00000074527	0.386456
ENSG00000074582	NaN
ENSG00000074590	NaN
ENSG00000074603	NaN
ENSG00000074621	NaN
ENSG00000074657	NaN
ENSG00000074660	NaN
ENSG00000074695	NaN
ENSG00000074696	NaN
ENSG00000074706	NaN
ENSG00000074755	NaN
ENSG00000074800	NaN
ENSG00000074842	NaN
ENSG00000074855	NaN
ENSG00000074935	NaN
ENSG00000074964	NaN
ENSG00000075035	NaN
ENSG00000075043	0.034720
ENSG00000075089	NaN
ENSG00000075131	0.461330
ENSG00000075142	NaN
ENSG00000075151	NaN
ENSG00000075213	NaN
ENSG00000075223	NaN
ENSG00000075234	NaN
ENSG00000075239	0.081825
ENSG00000075240	NaN
ENSG00000075292	0.038296
ENSG00000075303	NaN
ENSG00000075336	0.042169
ENSG00000075340	NaN
ENSG00000075391	NaN
ENSG00000075399	0.404395
ENSG00000075407	NaN
ENSG00000075413	0.174223
ENSG00000075415	NaN
ENSG00000075420	NaN
ENSG00000075426	NaN
ENSG00000075461	NaN
ENSG00000075539	NaN
ENSG00000075568	NaN
ENSG00000075618	NaN
ENSG00000075624	NaN
ENSG00000075651	NaN
ENSG00000075711	NaN
ENSG00000075785	-0.001757
ENSG00000075790	0.245543
ENSG00000075826	0.340392
ENSG00000075856	NaN
ENSG00000075914	NaN
ENSG00000075945	NaN
ENSG00000075975	0.327460
ENSG00000076003	NaN
ENSG00000076043	NaN
ENSG00000076053	NaN
ENSG00000076067	NaN
ENSG00000076108	NaN
ENSG00000076201	NaN
ENSG00000076242	NaN
ENSG00000076321	NaN
ENSG00000076344	0.194572
ENSG00000076351	NaN
ENSG00000076356	NaN
ENSG00000076554	NaN
ENSG00000076555	NaN
ENSG00000076641	NaN
ENSG00000076650	NaN
ENSG00000076685	NaN
ENSG00000076706	NaN
ENSG00000076864	NaN
ENSG00000076928	NaN
ENSG00000077044	NaN
ENSG00000077063	NaN
ENSG00000077080	NaN
ENSG00000077147	NaN
ENSG00000077150	NaN
ENSG00000077232	NaN
ENSG00000077235	NaN
ENSG00000077238	NaN
ENSG00000077312	NaN
ENSG00000077348	0.145172
ENSG00000077420	0.080918
ENSG00000077458	NaN
ENSG00000077514	0.074312
ENSG00000077684	NaN
ENSG00000077782	NaN
ENSG00000077942	NaN
ENSG00000077943	NaN
ENSG00000078018	NaN
ENSG00000078043	0.359799
ENSG00000078140	NaN
ENSG00000078142	0.410289
ENSG00000078177	NaN
ENSG00000078237	NaN
ENSG00000078269	NaN
ENSG00000078295	NaN
ENSG00000078304	NaN
ENSG00000078328	NaN
ENSG00000078401	NaN
ENSG00000078668	NaN
ENSG00000078674	0.643068
ENSG00000078699	NaN
ENSG00000078725	NaN
ENSG00000078747	NaN
ENSG00000078804	NaN
ENSG00000078808	NaN
ENSG00000078814	NaN
ENSG00000078902	NaN
ENSG00000079102	NaN
ENSG00000079134	NaN
ENSG00000079215	NaN
ENSG00000079246	0.249563
ENSG00000079332	0.280078
ENSG00000079432	NaN
ENSG00000079435	0.109415
ENSG00000079459	NaN
ENSG00000079462	NaN
ENSG00000079616	NaN
ENSG00000079691	NaN
ENSG00000079739	NaN
ENSG00000079785	0.063661
ENSG00000079805	NaN
ENSG00000079819	NaN
ENSG00000079841	NaN
ENSG00000079931	NaN
ENSG00000079950	0.152847
ENSG00000079999	NaN
ENSG00000080189	NaN
ENSG00000080200	0.239907
ENSG00000080224	NaN
ENSG00000080298	NaN
ENSG00000080345	0.297446
ENSG00000080371	NaN
ENSG00000080493	NaN
ENSG00000080503	NaN
ENSG00000080546	NaN
ENSG00000080573	0.227078
ENSG00000080603	NaN
ENSG00000080608	NaN
ENSG00000080709	NaN
ENSG00000080802	NaN
ENSG00000080815	NaN
ENSG00000080819	NaN
ENSG00000080822	NaN
ENSG00000080823	0.052776
ENSG00000080824	NaN
ENSG00000080839	NaN
ENSG00000080845	NaN
ENSG00000080854	-0.020023
ENSG00000080947	NaN
ENSG00000081014	NaN
ENSG00000081019	NaN
ENSG00000081026	NaN
ENSG00000081052	NaN
ENSG00000081059	NaN
ENSG00000081087	NaN
ENSG00000081138	NaN
ENSG00000081154	NaN
ENSG00000081177	0.020038
ENSG00000081181	NaN
ENSG00000081189	NaN
ENSG00000081237	0.014906
ENSG00000081307	NaN
ENSG00000081320	NaN
ENSG00000081377	NaN
ENSG00000081386	NaN
ENSG00000081479	NaN
ENSG00000081665	0.122126
ENSG00000081692	NaN
ENSG00000081721	NaN
ENSG00000081760	NaN
ENSG00000081791	NaN
ENSG00000081803	0.128904
ENSG00000081818	NaN
ENSG00000081842	0.165276
ENSG00000081853	NaN
ENSG00000081870	NaN
ENSG00000081913	NaN
ENSG00000081923	NaN
ENSG00000082014	0.090236
ENSG00000082068	NaN
ENSG00000082074	NaN
ENSG00000082146	NaN
ENSG00000082153	NaN
ENSG00000082196	0.312115
ENSG00000082212	NaN
ENSG00000082213	NaN
ENSG00000082258	NaN
ENSG00000082269	NaN
ENSG00000082397	NaN
ENSG00000082438	0.078619
ENSG00000082482	NaN
ENSG00000082497	NaN
ENSG00000082512	NaN
ENSG00000082515	NaN
ENSG00000082516	NaN
ENSG00000082556	NaN
ENSG00000082641	NaN
ENSG00000082684	0.370491
ENSG00000082701	NaN
ENSG00000082781	NaN
ENSG00000082805	NaN
ENSG00000082898	NaN
ENSG00000082996	NaN
ENSG00000083067	0.327943
ENSG00000083093	NaN
ENSG00000083168	NaN
ENSG00000083223	NaN
ENSG00000083290	NaN
ENSG00000083312	NaN
ENSG00000083444	0.204163
ENSG00000083454	NaN
ENSG00000083457	NaN
ENSG00000083520	NaN
ENSG00000083535	0.366596
ENSG00000083544	0.160777
ENSG00000083635	NaN
ENSG00000083642	NaN
ENSG00000083720	NaN
ENSG00000083799	NaN
ENSG00000083807	NaN
ENSG00000083812	NaN
ENSG00000083814	NaN
ENSG00000083817	NaN
ENSG00000083828	0.188198
ENSG00000083838	NaN
ENSG00000083844	NaN
ENSG00000083845	NaN
ENSG00000083857	NaN
ENSG00000083896	NaN
ENSG00000083937	NaN
ENSG00000084070	NaN
ENSG00000084072	0.407950
ENSG00000084073	NaN
ENSG00000084090	NaN
ENSG00000084092	NaN
ENSG00000084093	NaN
ENSG00000084112	NaN
ENSG00000084207	0.519153
ENSG00000084234	NaN
ENSG00000084444	0.229909
ENSG00000084453	0.137039
ENSG00000084463	NaN
ENSG00000084652	NaN
ENSG00000084676	NaN
ENSG00000084693	NaN
ENSG00000084710	NaN
ENSG00000084731	NaN
ENSG00000084733	NaN
ENSG00000084754	NaN
ENSG00000085063	0.290458
ENSG00000085117	0.215849
ENSG00000085231	NaN
ENSG00000085274	0.064499
ENSG00000085276	NaN
ENSG00000085365	NaN
ENSG00000085415	NaN
ENSG00000085449	NaN
ENSG00000085514	0.603317
ENSG00000085563	NaN
ENSG00000085644	-0.092349
ENSG00000085662	NaN
ENSG00000085719	0.195913
ENSG00000085721	0.204610
ENSG00000085733	0.043516
ENSG00000085760	NaN
ENSG00000085788	0.141798
ENSG00000085831	NaN
ENSG00000085832	NaN
ENSG00000085871	NaN
ENSG00000085872	NaN
ENSG00000085978	NaN
ENSG00000085982	0.383051
ENSG00000085998	NaN
ENSG00000086015	NaN
ENSG00000086061	0.211575
ENSG00000086062	NaN
ENSG00000086065	NaN
ENSG00000086102	NaN
ENSG00000086189	NaN
ENSG00000086200	NaN
ENSG00000086205	NaN
ENSG00000086232	0.335058
ENSG00000086289	NaN
ENSG00000086300	NaN
ENSG00000086475	0.173352
ENSG00000086504	0.269903
ENSG00000086544	NaN
ENSG00000086589	NaN
ENSG00000086598	0.120172
ENSG00000086619	-0.029445
ENSG00000086666	NaN
ENSG00000086730	NaN
ENSG00000086827	NaN
ENSG00000086848	NaN
ENSG00000087008	0.141870
ENSG00000087053	NaN
ENSG00000087074	NaN
ENSG00000087076	NaN
ENSG00000087077	NaN
ENSG00000087085	NaN
ENSG00000087086	NaN
ENSG00000087087	NaN
ENSG00000087088	NaN
ENSG00000087095	NaN
ENSG00000087111	0.072904
ENSG00000087116	NaN
ENSG00000087152	NaN
ENSG00000087157	0.222781
ENSG00000087191	0.208363
ENSG00000087206	NaN
ENSG00000087250	NaN
ENSG00000087253	0.334642
ENSG00000087258	NaN
ENSG00000087263	NaN
ENSG00000087266	NaN
ENSG00000087269	NaN
ENSG00000087274	0.028092
ENSG00000087299	NaN
ENSG00000087301	NaN
ENSG00000087302	NaN
ENSG00000087338	0.256531
ENSG00000087365	0.360996
ENSG00000087448	NaN
ENSG00000087460	NaN
ENSG00000087470	NaN
ENSG00000087495	NaN
ENSG00000087502	NaN
ENSG00000087884	NaN
ENSG00000087903	NaN
ENSG00000087995	NaN
ENSG00000088035	0.267970
ENSG00000088038	NaN
ENSG00000088179	NaN
ENSG00000088205	NaN
ENSG00000088247	NaN
ENSG00000088256	NaN
ENSG00000088280	0.205046
ENSG00000088298	0.221794
ENSG00000088340	NaN
ENSG00000088356	NaN
ENSG00000088367	NaN
ENSG00000088387	NaN
